Date,Equity
2021-12-16,1408.1774246187526
2021-12-17,1401.4163891344263
2021-12-20,1393.2269354255245
2021-12-21,1413.9229756696604
2021-12-22,1416.9327421932894
2021-12-23,1425.8451119561498
2021-12-27,1460.9382237673944
2021-12-28,1448.8423994582115
2021-12-29,1438.809730399155
2021-12-30,1426.8206008542595
2021-12-31,1421.7648726478224
